agg_code,instance,longitude,latitude,arrondissement,rue_1,rue_2,numeroVoie,direction,periode,volume,vitesseMoyenne
m,det-13259-02,-73.663422,45.507889,Saint-Laurent,Côte-de-Liesse,Lucerne,1,Sud,2026-05-01 00:00:00-04:00,5813,16.71632547737829
m,det-13259-03,-73.663324,45.508068,Saint-Laurent,Côte-de-Liesse,Lucerne,1,Nord,2025-10-01 00:00:00-04:00,4284,24.15592903828198
m,det-13259-03,-73.663324,45.508068,Saint-Laurent,Côte-de-Liesse,Lucerne,1,Nord,2025-11-01 00:00:00-04:00,4835,22.340020682523267
m,det-13259-03,-73.663324,45.508068,Saint-Laurent,Côte-de-Liesse,Lucerne,1,Nord,2025-12-01 00:00:00-05:00,1372,18.79446064139941
m,det-13259-03,-73.663324,45.508068,Saint-Laurent,Côte-de-Liesse,Lucerne,1,Nord,2026-01-01 00:00:00-05:00,576,18.553819444444443
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,1,Sud,2025-10-01 00:00:00-04:00,762,10.452755905511813
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,1,Sud,2025-11-01 00:00:00-04:00,830,9.567469879518072
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,1,Sud,2025-12-01 00:00:00-05:00,446,8.233183856502242
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,1,Sud,2026-01-01 00:00:00-05:00,254,8.12992125984252
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,1,Sud,2026-02-01 00:00:00-05:00,368,8.353260869565217
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,1,Sud,2026-03-01 00:00:00-05:00,370,8.762162162162163
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,1,Sud,2026-04-01 00:00:00-04:00,608,9.460526315789474
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,1,Sud,2026-05-01 00:00:00-04:00,1596,10.100250626566416
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,2,Nord,2025-10-01 00:00:00-04:00,252,10.996031746031743
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,2,Nord,2025-11-01 00:00:00-04:00,617,9.235008103727717
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,2,Nord,2025-12-01 00:00:00-05:00,266,8.357142857142858
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,2,Nord,2026-01-01 00:00:00-05:00,180,8.105555555555556
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,2,Nord,2026-02-01 00:00:00-05:00,227,8.568281938325992
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,2,Nord,2026-03-01 00:00:00-05:00,286,9.342657342657343
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,2,Nord,2026-04-01 00:00:00-04:00,441,10.6281179138322
m,det-17649-01,-73.68651791,45.43582657,Lachine,25 e Avenue,Victoria,2,Nord,2026-05-01 00:00:00-04:00,1368,10.82748538011696
